source_site,category,place_or_event_name,period,target_age,region,fee_info,description,booking_url,ai_tags,crawled_at,theme_tags,congestion_score,popularity_score,theme_ids,theme_detail,origin,end_date,popularity_src,region_group
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),한이제 오보에 독주회,2026-10-02 ~ 2026-10-02,만 6세 이상,"서울 강북구 월계로 173 (번동) | 위도:37.6214312, 경도:127.0406246","전석 20,000원","[PROGRAM] Charles Koechlin (1867-1950) 14 Pièces pour Hautbois et Piano, Op. 179 No. 1, Andante con moto, quasi allegretto moderato No. 2, Allegretto, pas vite No. 3, Andante No. 4, Allegro, assez animé, gai, solide No. 5, Très doux, presque adagio Francis Poulenc (1899-1963) Sonata for Oboe and Pia…",https://www.sejongpac.or.kr/dfac/dfacPerformance/dfacPerformance/performTicket.do?performIdx=37617&menuNo=1200007,"genre=서양음악(클래식);venue=꿈의숲아트센터 (콘서트홀);runtime=1시간 30분;cast=한이제, 김하은;producer=영음예술기획;state=공연예정;showtime=금요일(19：30);seats=584;tel=02-2289-5401;parking:1.0;cafe:1.0;restaurant:1.0;store:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;공공(기타):1.0,,,concert,concert,kopis,2026-10-02,,capital
KOPIS 공연예술통합전산망 | 대중음악,대중음악,AxMxP CONCERT: X VERSE,2026-09-19 ~ 2026-09-20,만 7세 이상,"서울 마포구 양화로 45 (서교동, 메세나폴리스) | 위도:37.5515008, 경도:126.9139502","스탠딩 121,000원, 지정석 121,000원","대중음악 · NOL 씨어터 합정(구, 신한카드 SOL페이 스퀘어) (동양생명홀) · 러닝타임 2시간",http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26011331,"genre=대중음악;venue=NOL 씨어터 합정(구, 신한카드 SOL페이 스퀘어) (동양생명홀);runtime=2시간;producer=(주) 에프엔씨엔터테인먼트(FNC ENTERTAINMENT);state=공연예정;showtime=토요일(18：00), 일요일(16：00);seats=720;tel=00-1544-1555;parking:1.0;cafe:1.0;nursing_room:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,popmusic:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,,concert,concert,kopis,2026-09-20,,capital
KOPIS 공연예술통합전산망 | 대중음악,대중음악,"명가의 초대, 강허달림 콘서트",2026-09-12 ~ 2026-09-12,만 9세 이상,"서울 강남구 학동로 171 (논현동) 삼익악기빌딩 3층 | 위도:37.5139927, 경도:127.02955880000002","전석 88,000원",대중음악 · 엠팟홀 (구. 삼익아트홀) (엠팟홀 (구. 삼익아트홀) ) · 러닝타임 1시간 40분,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26011860,"genre=대중음악;venue=엠팟홀 (구. 삼익아트홀) (엠팟홀 (구. 삼익아트홀) );runtime=1시간 40분;cast=강경순;producer=드림플래닝, 스윗뮤직;state=공연예정;showtime=토요일(17：00);seats=150;tel=02-541-3929;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,popmusic:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,,concert,concert,kopis,2026-09-12,,capital
KOPIS 공연예술통합전산망 | 대중음악,대중음악,소피 데뷔 쇼케이스: Don’t panic!,2026-09-12 ~ 2026-09-12,만 7세 이상,"서울 마포구 마포대로 238 (아현동) 지하 | 위도:37.5551663, 경도:126.95762100000002","전석 55,000원",대중음악 · 서울마포음악창작소(구.뮤지스땅스) (라이브홀) · 러닝타임 1시간 20분,https://ticket.melon.com/performance/index.htm?prodId=213763,"genre=대중음악;venue=서울마포음악창작소(구.뮤지스땅스) (라이브홀);runtime=1시간 20분;producer=(주)ATCM, (주)ATCM;state=공연예정;showtime=토요일(18：00);seats=50;tel=02-313-7865;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,popmusic:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,,concert,concert,kopis,2026-09-12,,capital
KOPIS 공연예술통합전산망 | 무용(서양/한국무용),무용(서양/한국무용),"후즈넥스트: 한대교, 김민수, UGC, 이서영, 강현욱, 티오비그룹, 최정원 댄스프로젝트, 조우현",2026-09-17 ~ 2026-09-17,만 7세 이상,"서울 강남구 논현로4길 36 (개포동) | 위도:37.4736304, 경도:127.05291920000002","전석 20,000원",무용(서양/한국무용) · M극장 (M극장) · 러닝타임 2시간 5분,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26011835,"genre=무용(서양/한국무용);venue=M극장 (M극장);runtime=2시간 5분;cast=한대교, 김민수, 이서영, 강현욱, 최정원, 조우현 등;producer=국제무용협회(CID-UNESCO) 한국본부;state=공연예정;showtime=목요일(13：00);seats=150;tel=02-578-6812;parking:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,dance:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,,concert,concert,kopis,2026-09-17,,capital
KOPIS 공연예술통합전산망 | 연극,연극,심판장: 괴물이 만들어지는 곳 [대학로],2026-09-10 ~ 2026-09-13,만 13세 이상,"서울 종로구 대학로3길 10 (효제동) 고운빌딩 | 위도:37.5740036, 경도:127.00164489999997","전석 30,000원",연극 · 더 씨어터 (더 씨어터) · 러닝타임 1시간 20분,http://playticket.co.kr/nav/detail.html?idx=4516,"genre=연극;venue=더 씨어터 (더 씨어터);runtime=1시간 20분;cast=강동오, 고보은, 김은비, 김형빈, 박소원, 백현석, 유지선 등;producer=극단 연어둥지;state=공연중;showtime=목요일 ~ 금요일(19：30), 토요일 ~ 일요일(15：00,19：00);daehakro:1.0;seats=96;tel=02-743-3382;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,theater:1.0;performance:1.0;indoor:1.0;daehakro:1.0;민간(대학로):1.0,,,concert,concert,kopis,2026-09-13,,capital
KOPIS 공연예술통합전산망 | 연극,연극,"산울림 고전극장, 쿠쉬나메: 끝나지 않는 이야기",2026-08-27 ~ 2026-09-13,만 13세 이상,"서울 마포구 와우산로 157 (서교동) | 위도:37.555046, 경도:126.9300776","전석 50,000원",연극 · 산울림소극장 (산울림소극장) · 러닝타임 1시간 30분,https://www.nanumticket.or.kr/pe/detail.html?p_marking=&p_new=&start2=0&page_no2=1&p_idx=13940,"genre=연극;venue=산울림소극장 (산울림소극장);runtime=1시간 30분;cast=김도완, 김세환, 임진구, 홍준기, 이서현, 권슬아;producer=극공작소 마방진;state=공연중;showtime=화요일 ~ 금요일(20：00), 토요일 ~ 일요일(15：00,19：00);festival:1.0;seats=72;tel=02-334-5915;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,theater:1.0;performance:1.0;indoor:1.0;festival:1.0;민간(대학로 외):1.0,,,concert,concert,kopis,2026-09-13,,capital
KOPIS 공연예술통합전산망 | 뮤지컬,뮤지컬,해피니스 [수원],2026-09-05 ~ 2026-09-13,전체 관람가,"경기 수원시 권선구 경수대로 371 (권선동) | 위도:37.2597035, 경도:127.0232864","전석 19,800원",뮤지컬 · 인터미션 [수원]  (소극장 아트홀) · 러닝타임 1시간 15분,https://booking.naver.com/booking/12/bizes/1716043,"genre=뮤지컬;venue=인터미션 [수원] (소극장 아트홀);runtime=1시간 15분;cast=죄윤수, 안은비, 윤택렬, 이선민, 최우림, 안은채, 조성민 등;producer=인터씨어터 [수원];state=공연중;showtime=토요일(14：00,17：00), 일요일(16：00);seats=0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,musical:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,,concert,concert,kopis,2026-09-13,,capital
KOPIS 공연예술통합전산망 | 뮤지컬,뮤지컬,생텍쥐페리 [인천],2026-09-11 ~ 2026-09-12,만 7세 이상,"인천 계양구 계양산로35번길 11 (계산동) | 위도:37.5461360583772, 경도:126.718079789918","전석 40,000원",뮤지컬 · 계양문화회관 (대공연장) · 러닝타임 1시간 40분,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26011959,"genre=뮤지컬;venue=계양문화회관 (대공연장);runtime=1시간 40분;cast=박도준, 박이안, 이지민, 김동찬, 조성민, 김민솔, 이원호 등;producer=(주)엔엔터테인먼트;state=공연중;showtime=금요일(19：30), 토요일(15：00);seats=795;tel=032-551-6602;parking:1.0;barrier_free_parking:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,musical:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,,concert,concert,kopis,2026-09-12,,capital
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),최유리 피아노 독주회,2026-09-17 ~ 2026-09-17,만 7세 이상,"서울 서초구 남부순환로 2406 (서초동) | 위도:37.4786896, 경도:127.01182410000001","전석 20,000원",서양음악(클래식) · 예술의전당 [서울] (인춘아트홀) · 러닝타임 1시간 30분,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26011995,genre=서양음악(클래식);venue=예술의전당 [서울] (인춘아트홀);runtime=1시간 30분;cast=최유리;producer=이든예술기획(주);state=공연예정;showtime=목요일(19：30);seats=164344;tel=02-580-1300;parking:1.0;cafe:1.0;restaurant:1.0;store:1.0;playroom:1.0;nursing_room:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11,2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;국립:1.0,,,concert,concert,kopis,2026-09-17,,capital
KOPIS 공연예술통합전산망 | 한국음악(국악),한국음악(국악),"수림 뉴 웨이브, 최태영의 해금: 비사비죽",2026-10-01 ~ 2026-10-01,만 7세 이상,"서울 동대문구 홍릉로 118 (청량리동) | 위도:37.5905713, 경도:127.04291860000001","전석 30,000원",한국음악(국악) · 김희수아트센터 (SPACE 1(다목적홀)) · 러닝타임 1시간,https://www.nanumticket.or.kr/pe/detail.html?p_marking=&p_new=&start2=0&page_no2=1&p_idx=13933,"genre=한국음악(국악);venue=김희수아트센터 (SPACE 1(다목적홀));runtime=1시간;cast=최태영, 이준, 황민왕, 김성욱;producer=(재)수림문화재단;state=공연예정;showtime=목요일(19：30);festival:1.0;seats=140;tel=02-962-7911;parking:1.0;cafe:1.0;barrier_free_parking:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,traditional:1.0;performance:1.0;indoor:1.0;festival:1.0;민간(대학로 외):1.0,,,concert,concert,kopis,2026-10-01,,capital
KOPIS 공연예술통합전산망 | 한국음악(국악),한국음악(국악),"놓칠 수 없는 국공립예술단 모음.ZIP #4. 국립국악원, 한국의 흥과 신명 [김포]",2026-09-11 ~ 2026-09-11,만 8세 이상,"경기 김포시 돌문로 26 (사우동) | 위도:37.6189366, 경도:126.72017299999993","R석 20,000원, S석 10,000원",한국음악(국악) · 김포아트홀 (김포아트홀) · 러닝타임 1시간 20분,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26011950,genre=한국음악(국악);venue=김포아트홀 (김포아트홀);runtime=1시간 20분;producer=(재)김포문화재단;state=공연중;showtime=금요일(19：30);seats=503;tel=031-996-1603;parking:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;verified_at=2026-09-11 22:41:11,2026-09-11 22:28:45,traditional:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,,concert,concert,kopis,2026-09-11,,capital
KOPIS 공연예술통합전산망 | 한국음악(국악),한국음악(국악),공명 콘서트: Resonance,2026-10-08 ~ 2026-10-08,만 7세 이상,"서울 강서구 마곡중앙로 136(마곡동) | 위도:37.565363, 경도:126.8293888","전석 30,000원",한국음악(국악) · LG아트센터 서울 (U+ 스테이지) · 러닝타임 1시간 30분,https://lgart.com/product/ko/performance/252976,"genre=한국음악(국악);venue=LG아트센터 서울 (U+ 스테이지);runtime=1시간 30분;cast=강선일, 박승원, 송경근;state=공연예정;showtime=목요일(19：30);seats=1700;tel=00-1661-0017;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,traditional:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,,concert,concert,kopis,2026-10-08,,capital
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),리코더 왕국의 신나는 음악 여행 [남양주],2026-09-30 ~ 2026-09-30,만 7세 이상,"경기 남양주시 다산중앙로 7 (다산동) | 위도:37.6140062, 경도:127.1553452","1층석 20,000원, 2층석 10,000원",서양음악(클래식) · 다산아트홀 (다산아트홀) · 러닝타임 1시간 10분,http://nyjcf.moonhwain.net/rsvc/rsv_pm.html?b_id=nyjcf&p_idx=722,"genre=서양음악(클래식);venue=다산아트홀 (다산아트홀);runtime=1시간 10분;cast=스테파니 브란트, 프란체스카 클레멘츠, 크리스티 반 다이크, 마르코 마갈레스, 유호 뮐릴래, 필리파 마르가리다 페레이라, 대니얼 스콧 등;state=공연예정;showtime=수요일(19：30);visit_show:1.0;seats=496;tel=031-590-4358;parking:1.0;cafe:1.0;barrier_free_parking:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,,concert,concert,kopis,2026-09-30,,capital
KOPIS 공연예술통합전산망 | 한국음악(국악),한국음악(국악),"고요한 풍류 Ⅰ, 서용석의 담",2026-09-22 ~ 2026-09-22,만 6세 이상,"서울 서초구 남부순환로 2364 (서초동) 국립국악원 | 위도:37.4786094, 경도:127.01130690000002",전석무료,한국음악(국악) · 국립국악원 (풍류사랑방) · 러닝타임 1시간,https://www.gugak.go.kr/site/program/performance/detail?menuid=001001001001&performance_id=389491,"genre=한국음악(국악);venue=국립국악원 (풍류사랑방);runtime=1시간;cast=고요한, 이재하, 윤재영;producer=아트플랫폼 유연;state=공연예정;showtime=화요일(19：30);seats=2449;tel=02-580-3300;parking:1.0;cafe:1.0;restaurant:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,traditional:1.0;performance:1.0;indoor:1.0;국립:1.0,,,concert,concert,kopis,2026-09-22,,capital
KOPIS 공연예술통합전산망 | 무용(서양/한국무용),무용(서양/한국무용),고요한 소란: 평안하게 하라,2026-09-10 ~ 2026-09-11,만 7세 이상,"서울 중구 청계천로 40 | 위도:37.5684894, 경도:126.98161340000001","전석 30,000원",무용(서양/한국무용) · 한국콘텐츠진흥원 CKL스테이지 (한국콘텐츠진흥원 CKL스테이지) · 러닝타임 1시간,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26011753,"genre=무용(서양/한국무용);venue=한국콘텐츠진흥원 CKL스테이지 (한국콘텐츠진흥원 CKL스테이지);runtime=1시간;cast=손정현, 김혜윤, 임우빈, 이경엽, 박지희, 임유정, 최진한;producer=댄스프로젝트 Tan Tanta Dan;state=공연중;showtime=목요일 ~ 금요일(19：30);seats=190;tel=02-6441-3951;parking:1.0;cafe:1.0;barrier_free_parking:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,dance:1.0;performance:1.0;indoor:1.0;공공(기타):1.0,,,concert,concert,kopis,2026-09-11,,capital
KOPIS 공연예술통합전산망 | 복합,복합,ODCF: 아직 오지 않은 세계를 위한 리허설,2026-09-19 ~ 2026-09-20,전체 관람가,"서울 용산구 대사관로20길 8 (한남동) | 위도:37.533128, 경도:127.0035086","FESTIVAL PASS 100,000원, DAY 1 ALL PASS 75,000원, DAY PASS 55,000원",복합 · LDK (LDK),https://ticket.yes24.com/Perf/59678,"genre=복합;venue=LDK (LDK);cast=선웅, 최유미, 김준혁, 홍성욱, 유종만, 원종우, 성봉현 등;producer=(사) 애니멀프리이니셔티브(Animal Free Initiative);state=공연예정;showtime=토요일 ~ 일요일(10：00);festival:1.0;seats=0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,mixed:1.0;performance:1.0;indoor:1.0;festival:1.0;민간(대학로 외):1.0,,,concert,concert,kopis,2026-09-20,,capital
KOPIS 공연예술통합전산망 | 무용(서양/한국무용),무용(서양/한국무용),"사알-짝, 여기까지만",2026-09-18 ~ 2026-09-19,만 7세 이상,"서울 강남구 언주로133길 11 (논현동) | 위도:37.516139, 경도:127.034267","전석 50,000원",무용(서양/한국무용) · 플랫폼 엘 (플랫폼 엘) · 러닝타임 1시간,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26011756,"genre=무용(서양/한국무용);venue=플랫폼 엘 (플랫폼 엘);runtime=1시간;cast=조하경, 변수민, 박세진, 유진, 이은경;state=공연예정;showtime=금요일(20：00), 토요일(16：00);seats=0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,dance:1.0;performance:1.0;indoor:1.0;기타(비공연장):1.0,,,concert,concert,kopis,2026-09-19,,capital
KOPIS 공연예술통합전산망 | 무용(서양/한국무용),무용(서양/한국무용),"김혜림, 박지원의 판: 축제",2026-09-13 ~ 2026-09-13,전체 관람가,"서울 종로구 율곡로 102 - 0 | 위도:37.5772009, 경도:126.99067390000005","전석 30,000원",무용(서양/한국무용) · 서울돈화문국악당 (서울돈화문국악당) · 러닝타임 1시간 40분,http://sdtt.moonhwain.kr/rsvc/rsv_pm.html?b_id=sdtt&p_idx=641,"genre=무용(서양/한국무용);venue=서울돈화문국악당 (서울돈화문국악당);runtime=1시간 40분;cast=김혜림, 박지원;state=공연예정;showtime=일요일(15：00);seats=138;tel=02-3210-7001;cafe:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,dance:1.0;performance:1.0;indoor:1.0;공공(기타):1.0,,,concert,concert,kopis,2026-09-13,,capital
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),"토요 클래식의 밤, 해설이 있는 클래식: Resprit Trio. 작은 춤들, 큰 여정",2026-09-12 ~ 2026-09-12,전체 관람가,"서울 마포구 망원로 66 (망원동) | 위도:37.5570634, 경도:126.9042133","전석 30,000원",서양음악(클래식) · 콘서트홀 나누 (콘서트홀 나누) · 러닝타임 1시간,https://booking.naver.com/booking/12/bizes/1269745,"genre=서양음악(클래식);venue=콘서트홀 나누 (콘서트홀 나누);runtime=1시간;cast=최윤영, 여하정, 이주희;producer=콘서트홀 나누;state=공연예정;showtime=토요일(19：00);seats=50;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,,concert,concert,kopis,2026-09-12,,capital
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),"이지훈과 함께 하는 음악 여행, 이탈리아 [파주]",2026-09-17 ~ 2026-09-17,만 7세 이상,"경기 파주시 가람로116번길 170 (와동동) | 위도:37.7301182, 경도:126.76392050000004","전석 10,000원",서양음악(클래식) · 솔가람아트홀 (대공연장) · 러닝타임 1시간 10분,http://paju.moonhwain.kr/rsvc/rsv_pm.html?b_id=paju&p_idx=837,"genre=서양음악(클래식);venue=솔가람아트홀 (대공연장);runtime=1시간 10분;cast=이지훈, 박하나, 조중혁, 문정현, 권한숙;producer=(재) 파주문화재단;state=공연예정;showtime=목요일(19：30);seats=300;tel=031-950-1958;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,,concert,concert,kopis,2026-09-17,,capital
KOPIS 공연예술통합전산망 | 연극,연극,"낭독쇼케이스, Wharton",2026-09-15 ~ 2026-09-17,만 12세 이상,"서울 서대문구 연세로4길 27(창천동) | 위도:37.5576008, 경도:126.9381984","전석 25,000원",연극 · 극장 PLOT (극장 PLOT) · 러닝타임 1시간 20분,https://www.tinyticket.net/event/EVXHpzcmlOxk,"genre=연극;venue=극장 PLOT (극장 PLOT);runtime=1시간 20분;cast=김영미, 문채윤, 박지민, 우서연, 장민준, 조이재, 조현재 등;producer=(주)극단 시차, (주)극단 시차;state=공연예정;showtime=화요일(19：30), 수요일(15：30,19：30), 목요일(19：30);seats=100;tel=010-4334-2862;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,theater:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,,concert,concert,kopis,2026-09-17,,capital
KOPIS 공연예술통합전산망 | 연극,연극,나는 코다입니다 [수원],2026-09-12 ~ 2026-09-12,만 7세 이상,"경기 수원시 팔달구 효원로307번길 20 (인계동) 경기도문화의전당 | 위도:37.2618899, 경도:127.0374319","R석 20,000원, S석 10,000원",연극 · 경기아트센터(구. 경기도문화의전당) (소극장) · 러닝타임 1시간 25분,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26012002,"genre=연극;venue=경기아트센터(구. 경기도문화의전당) (소극장);runtime=1시간 25분;cast=장호중, 정나라, 박정섭, 이지혜;producer=(재)경기아트센터;state=공연예정;showtime=토요일(14：00,18：00);seats=3032;tel=031-230-3200;parking:1.0;restaurant:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,theater:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,,concert,concert,kopis,2026-09-12,,capital
KOPIS 공연예술통합전산망 | 대중음악,대중음악,@WANDERLOCH with THE SOLUTIONS X 87dance,2026-09-11 ~ 2026-09-11,만 7세 이상,"서울 서대문구 신촌로 129 (창천동) | 위도:37.5565639, 경도:126.9403281","스탠딩 77,000원, 지정석 77,000원",대중음악 · 예스24 원더로크홀 (예스24 원더로크홀) · 러닝타임 1시간 40분,https://ticket.yes24.com/Perf/59673,genre=대중음악;venue=예스24 원더로크홀 (예스24 원더로크홀);runtime=1시간 40분;producer=주식회사 원더로크;state=공연중;showtime=금요일(20：00);seats=376;verified_at=2026-09-11 22:41:11,2026-09-11 22:28:45,popmusic:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,,concert,concert,kopis,2026-09-11,,capital
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),제6회 아람 필하모닉 오케스트라 정기연주회 [성남],2026-09-20 ~ 2026-09-20,만 6세 이상,"경기 성남시 분당구 성남대로 808 (야탑동) | 위도:37.4027309, 경도:127.13124349999998","R석 40,000원, S석 30,000원, A석 20,000원",서양음악(클래식) · 성남아트센터 (콘서트홀) · 러닝타임 2시간,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26012000,"genre=서양음악(클래식);venue=성남아트센터 (콘서트홀);runtime=2시간;cast=이철민, 김정효, 박예주, 조은서 등;producer=아람아트;state=공연예정;showtime=일요일(19：00);seats=5174;tel=031-783-8000;parking:1.0;cafe:1.0;restaurant:1.0;playroom:1.0;nursing_room:1.0;barrier_free_parking:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,,concert,concert,kopis,2026-09-20,,capital
KOPIS 공연예술통합전산망 | 무용(서양/한국무용),무용(서양/한국무용),당신은 지금 바비레따에 살고 있군요 ver.2,2026-09-07 ~ 2026-09-21,36개월 이상,"서울 중구 퇴계로34길 28 (필동2가) | 위도:37.559311, 경도:126.994431","전석 30,000원",무용(서양/한국무용) · 서울남산국악당 (야외마당) · 러닝타임 1시간 30분,http://nstt.moonhwain.kr/rsvc/rsv_pm.html?b_id=nstt&p_idx=636,"genre=무용(서양/한국무용);venue=서울남산국악당 (야외마당);runtime=1시간 30분;cast=강애심, 장은정, 최지연, 김혜숙, 조민수, 정민아;producer=춤추는여자들;state=공연중;showtime=월요일(19：30);seats=302;tel=02-6358-5500;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,dance:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,,concert,concert,kopis,2026-09-21,,capital
KOPIS 공연예술통합전산망 | 대중음악,대중음악,HANBIN KIM 3rd Solo Concert: White Summer,2026-09-13 ~ 2026-09-13,전체 관람가,"서울 마포구 어울마당로 35 (서교동) 지하 1층 | 위도:37.5484417, 경도:126.92010579999999","현장판매 77,000원, 사전예약 66,000원",대중음악 · 롤링홀 (롤링홀) · 러닝타임 1시간 30분,https://ticket.melon.com/performance/index.htm?prodId=213741,genre=대중음악;venue=롤링홀 (롤링홀);runtime=1시간 30분;producer=롤링홀;state=공연예정;showtime=일요일(17：00);seats=200;tel=02-325-6071;verified_at=2026-09-11 22:41:11,2026-09-11 22:28:45,popmusic:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,,concert,concert,kopis,2026-09-13,,capital
KOPIS 공연예술통합전산망 | 연극,연극,"제11회 인천이중언어연극제, 한국-베트남 교류공연: 베드타임 스토리",2026-09-13 ~ 2026-09-13,만 7세 이상,"인천 남구 인하로 126 (용현동) | 위도:37.4494551, 경도:126.661876","전석 20,000원",연극 · 학산소극장 (학산소극장) · 러닝타임 2시간 15분,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26011948,genre=연극;venue=학산소극장 (학산소극장);runtime=2시간 15분;producer=배우공동체 자투리;state=공연예정;showtime=일요일(15：00);festival:1.0;seats=114;tel=032-866-3970;parking:1.0;cafe:1.0;restaurant:1.0;store:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;verified_at=2026-09-11 22:41:11,2026-09-11 22:28:45,theater:1.0;performance:1.0;indoor:1.0;festival:1.0;공공(기타):1.0,,,concert,concert,kopis,2026-09-13,,capital
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),장윤화 바이올린 독주회,2026-10-03 ~ 2026-10-03,만 7세 이상,"서울 서대문구 연세로 50 (신촌동) 연세대학교 백양누리 B1 금호아트홀 연세 | 위도:37.564089, 경도:126.93898089999993","전석 30,000원",서양음악(클래식) · 금호아트홀 연세 (금호아트홀 연세) · 러닝타임 1시간 40분,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26011963,"genre=서양음악(클래식);venue=금호아트홀 연세 (금호아트홀 연세);runtime=1시간 40분;cast=장윤화, 곽건;producer=예인예술기획;state=공연예정;showtime=토요일(15：00);seats=390;tel=02-6303-1977;parking:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,,concert,concert,kopis,2026-10-03,,capital
KOPIS 공연예술통합전산망 | 연극,연극,47세 김씨가 자가를 사는 법 [의정부],2026-09-10 ~ 2026-09-12,만 11세 이상,"경기 의정부시 평화로493번길 48 (의정부동) | 위도:38.0145458, 경도:127.0692182","전석 20,000원",연극 · 의정부아트캠프 (CAMP BLACK (캠프블랙)) · 러닝타임 1시간 15분,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26011787,"genre=연극;venue=의정부아트캠프 (CAMP BLACK (캠프블랙));runtime=1시간 15분;cast=유독현, 김병건, 이상숙, 이현직, 홍수민, 구태민, 이경원 등;state=공연중;showtime=목요일 ~ 금요일(19：30), 토요일(14：00,17：00);seats=80;tel=031-850-5130;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,theater:1.0;performance:1.0;indoor:1.0;공공(기타):1.0,,,concert,concert,kopis,2026-09-12,,capital
