source_site,category,place_or_event_name,period,target_age,region,fee_info,description,booking_url,ai_tags,crawled_at,theme_tags,congestion_score,popularity_score
KOPIS 공연예술통합전산망 | 뮤지컬,뮤지컬,팥죽 할멈과 호랑이 [김포],2026-10-09 ~ 2026-10-31,전체 관람가,"경기 김포시 양촌읍 석모로 103 (석모리) | 위도:37.651561, 경도:126.6394602","전석 30,000원",뮤지컬 · 김포한강괜찮은홀 (김포한강괜찮은홀) · 러닝타임 50분,https://booking.naver.com/booking/12/bizes/748615,"genre=뮤지컬;venue=김포한강괜찮은홀 (김포한강괜찮은홀);runtime=50분;cast=안근후, 최설아, 오은진;producer=극단 천사의노래;state=공연예정;showtime=토요일(12：00,14：00), HOL(12：00,14：00);child_show:1.0;seats=110;tel=070-8886-2516;parking:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,musical:1.0;performance:1.0;indoor:1.0;kids:1.0;민간(대학로 외):1.0,,
KOPIS 공연예술통합전산망 | 연극,연극,심판장: 괴물이 만들어지는 곳 [대학로],2026-09-10 ~ 2026-09-13,만 13세 이상,"서울 종로구 대학로3길 10 (효제동) 고운빌딩 | 위도:37.5740036, 경도:127.00164489999997","전석 30,000원",연극 · 더 씨어터 (더 씨어터) · 러닝타임 1시간 20분,http://playticket.co.kr/nav/detail.html?idx=4516,"genre=연극;venue=더 씨어터 (더 씨어터);runtime=1시간 20분;cast=강동오, 고보은, 김은비, 김형빈, 박소원, 백현석, 유지선 등;producer=극단 연어둥지;state=공연중;showtime=목요일 ~ 금요일(19：30), 토요일 ~ 일요일(15：00,19：00);daehakro:1.0;seats=96;tel=02-743-3382;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,theater:1.0;performance:1.0;indoor:1.0;daehakro:1.0;민간(대학로):1.0,,
KOPIS 공연예술통합전산망 | 연극,연극,"산울림 고전극장, 쿠쉬나메: 끝나지 않는 이야기",2026-08-27 ~ 2026-09-13,만 13세 이상,"서울 마포구 와우산로 157 (서교동) | 위도:37.555046, 경도:126.9300776","전석 50,000원",연극 · 산울림소극장 (산울림소극장) · 러닝타임 1시간 30분,https://www.nanumticket.or.kr/pe/detail.html?p_marking=&p_new=&start2=0&page_no2=1&p_idx=13940,"genre=연극;venue=산울림소극장 (산울림소극장);runtime=1시간 30분;cast=김도완, 김세환, 임진구, 홍준기, 이서현, 권슬아;producer=극공작소 마방진;state=공연중;showtime=화요일 ~ 금요일(20：00), 토요일 ~ 일요일(15：00,19：00);festival:1.0;seats=72;tel=02-334-5915;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,theater:1.0;performance:1.0;indoor:1.0;festival:1.0;민간(대학로 외):1.0,,
KOPIS 공연예술통합전산망 | 뮤지컬,뮤지컬,해피니스 [수원],2026-09-05 ~ 2026-09-13,전체 관람가,"경기 수원시 권선구 경수대로 371 (권선동) | 위도:37.2597035, 경도:127.0232864","전석 19,800원",뮤지컬 · 인터미션 [수원]  (소극장 아트홀) · 러닝타임 1시간 15분,https://booking.naver.com/booking/12/bizes/1716043,"genre=뮤지컬;venue=인터미션 [수원] (소극장 아트홀);runtime=1시간 15분;cast=죄윤수, 안은비, 윤택렬, 이선민, 최우림, 안은채, 조성민 등;producer=인터씨어터 [수원];state=공연중;showtime=토요일(14：00,17：00), 일요일(16：00);seats=0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,musical:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,
KOPIS 공연예술통합전산망 | 뮤지컬,뮤지컬,생텍쥐페리 [인천],2026-09-11 ~ 2026-09-12,만 7세 이상,"인천 계양구 계양산로35번길 11 (계산동) | 위도:37.5461360583772, 경도:126.718079789918","전석 40,000원",뮤지컬 · 계양문화회관 (대공연장) · 러닝타임 1시간 40분,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26011959,"genre=뮤지컬;venue=계양문화회관 (대공연장);runtime=1시간 40분;cast=박도준, 박이안, 이지민, 김동찬, 조성민, 김민솔, 이원호 등;producer=(주)엔엔터테인먼트;state=공연중;showtime=금요일(19：30), 토요일(15：00);seats=795;tel=032-551-6602;parking:1.0;barrier_free_parking:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,musical:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),최유리 피아노 독주회,2026-09-17 ~ 2026-09-17,만 7세 이상,"서울 서초구 남부순환로 2406 (서초동) | 위도:37.4786896, 경도:127.01182410000001","전석 20,000원",서양음악(클래식) · 예술의전당 [서울] (인춘아트홀) · 러닝타임 1시간 30분,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26011995,genre=서양음악(클래식);venue=예술의전당 [서울] (인춘아트홀);runtime=1시간 30분;cast=최유리;producer=이든예술기획(주);state=공연예정;showtime=목요일(19：30);seats=164344;tel=02-580-1300;parking:1.0;cafe:1.0;restaurant:1.0;store:1.0;playroom:1.0;nursing_room:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11,2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;국립:1.0,,
KOPIS 공연예술통합전산망 | 한국음악(국악),한국음악(국악),"수림 뉴 웨이브, 최태영의 해금: 비사비죽",2026-10-01 ~ 2026-10-01,만 7세 이상,"서울 동대문구 홍릉로 118 (청량리동) | 위도:37.5905713, 경도:127.04291860000001","전석 30,000원",한국음악(국악) · 김희수아트센터 (SPACE 1(다목적홀)) · 러닝타임 1시간,https://www.nanumticket.or.kr/pe/detail.html?p_marking=&p_new=&start2=0&page_no2=1&p_idx=13933,"genre=한국음악(국악);venue=김희수아트센터 (SPACE 1(다목적홀));runtime=1시간;cast=최태영, 이준, 황민왕, 김성욱;producer=(재)수림문화재단;state=공연예정;showtime=목요일(19：30);festival:1.0;seats=140;tel=02-962-7911;parking:1.0;cafe:1.0;barrier_free_parking:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,traditional:1.0;performance:1.0;indoor:1.0;festival:1.0;민간(대학로 외):1.0,,
KOPIS 공연예술통합전산망 | 대중음악,대중음악,"경북도민과 함께하는 대구CBS, 가을 로맨틱 콘서트: 세대공감 힐링 가요콘서트",2026-09-15 ~ 2026-09-15,만 8세 이상,"경북 경산시 대학로 280 (대동) | 위도:35.8367325, 경도:128.754368",전석무료,대중음악 · 천마아트센터 (그랜드홀) · 러닝타임 1시간 40분,https://ticket.yes24.com/Perf/59349,"genre=대중음악;venue=천마아트센터 (그랜드홀);runtime=1시간 40분;cast=이은미, 허각, 박강수 등;producer=대구CBS;state=공연예정;showtime=화요일(19：30);seats=2399;tel=053-810-1527;parking:1.0;cafe:1.0;restaurant:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,popmusic:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,
KOPIS 공연예술통합전산망 | 뮤지컬,뮤지컬,금도끼 은도끼 [서울 금천],2026-08-20 ~ 2026-09-13,전체 관람가,"서울 금천구 두산로 71 (독산동) | 위도:37.4704705, 경도:126.89566919999993","전석 17,000원",[공연소개] 착한 나무꾼 돌쇠는 나무를 하러 숲속에 왔다가 배고픈 동물들을 못본척하지 못하고 자신이 먹으려던 주먹밥을 동물들에게 주고민다. 이에 감동한 동물들이 착한 나무꾼을 도와주려 도끼를 연못에 빠뜨린다. 연못에서 나타난 신령님은 착한 나무꾼의 정직함에 감동하여 금도끼와 은도끼를 모두 착한 나무꾼에게 준다. 한편 이 소문을 들은 욕심쟁이 나무꾼 먹쇠는 금도끼와 은도끼를 얻기위해 부인과 연못으로 가는데...,https://booking.naver.com/booking/12/bizes/264373,genre=뮤지컬;venue=레미어린이극장 [금천] (레미어린이극장 [금천] );runtime=55분;state=공연중;showtime=토요일 ~ 일요일(14：00);child_show:1.0;seats=194;tel=02-868-5961;parking:1.0;cafe:1.0;restaurant:1.0;store:1.0;playroom:1.0;nursing_room:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11,2026-09-11 22:28:45,musical:1.0;performance:1.0;indoor:1.0;kids:1.0;민간(대학로 외):1.0,,
KOPIS 공연예술통합전산망 | 한국음악(국악),한국음악(국악),"화요국악무대, 달구벌의 밤 [대구]",2026-09-15 ~ 2026-09-15,만 7세 이상,"대구 달서구 공원순환로 201 (성당동) | 위도:35.8446585, 경도:128.55874089999998","전석 2,000원",한국음악(국악) · 대구문화예술회관 (비슬홀) · 러닝타임 1시간 10분,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26011965,"genre=한국음악(국악);venue=대구문화예술회관 (비슬홀);runtime=1시간 10분;cast=김단희, 박성휘, 박은경, 구슬기, 소병두, 권재리, 허정민 등;producer=대구시립국악단;state=공연예정;showtime=화요일(19：30);seats=2327;tel=053-606-6114;parking:1.0;barrier_free_parking:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,traditional:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,
KOPIS 공연예술통합전산망 | 뮤지컬,뮤지컬,미운오리새끼 [순천],2026-09-19 ~ 2026-09-19,36개월 이상,"전남광주 순천시 삼산로 16 (석현동) | 위도:34.9705841, 경도:127.4853144","전석 6,000원","[공연소개] 하늘을 나는 연습을 하던 백조 가족은 사냥꾼의 위협을 받게 되고, 막내를 지키려던 아빠 백조가 목숨을 잃는다. 죄책감에 도망치던 막내는 기억을 잃은 채 오리 무리와 함께 살아가지만 끊임없는 괴롭힘을 당한다. 이후 사냥꾼의 공격으로 오리 마을이 위기에 처하자 다친 오리는 무리를 구하려다 붙잡히고, 막내 역시 부상을 입지만 잃어버린 기억을 되찾아 강아지의 도움으로 다친 오리를 구출한다. 마침내 가족과 재회한 막내는 부상으로 더 이상 하늘을 날 수 없게 되지만, 백조이자 오리로서 두 가족과 함께 호수에 남아 살아간다.",http://www.ticketlink.co.kr/product/64913,"genre=뮤지컬;venue=순천문화예술회관 (대극장);runtime=1시간;cast=서수현, 박광재, 노광흔, 이성호, 배준수, 최보희, 정회성 등;producer=순천시(순천시청);state=공연예정;showtime=토요일(11：00,14：00);child_show:1.0;seats=1066;tel=061-749-8612;parking:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,musical:1.0;performance:1.0;indoor:1.0;kids:1.0;공공(문예회관):1.0,,
KOPIS 공연예술통합전산망 | 한국음악(국악),한국음악(국악),"놓칠 수 없는 국공립예술단 모음.ZIP #4. 국립국악원, 한국의 흥과 신명 [김포]",2026-09-11 ~ 2026-09-11,만 8세 이상,"경기 김포시 돌문로 26 (사우동) | 위도:37.6189366, 경도:126.72017299999993","R석 20,000원, S석 10,000원",한국음악(국악) · 김포아트홀 (김포아트홀) · 러닝타임 1시간 20분,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26011950,genre=한국음악(국악);venue=김포아트홀 (김포아트홀);runtime=1시간 20분;producer=(재)김포문화재단;state=공연중;showtime=금요일(19：30);seats=503;tel=031-996-1603;parking:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;verified_at=2026-09-11 22:41:11,2026-09-11 22:28:45,traditional:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,
KOPIS 공연예술통합전산망 | 한국음악(국악),한국음악(국악),공명 콘서트: Resonance,2026-10-08 ~ 2026-10-08,만 7세 이상,"서울 강서구 마곡중앙로 136(마곡동) | 위도:37.565363, 경도:126.8293888","전석 30,000원",한국음악(국악) · LG아트센터 서울 (U+ 스테이지) · 러닝타임 1시간 30분,https://lgart.com/product/ko/performance/252976,"genre=한국음악(국악);venue=LG아트센터 서울 (U+ 스테이지);runtime=1시간 30분;cast=강선일, 박승원, 송경근;state=공연예정;showtime=목요일(19：30);seats=1700;tel=00-1661-0017;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,traditional:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),리코더 왕국의 신나는 음악 여행 [남양주],2026-09-30 ~ 2026-09-30,만 7세 이상,"경기 남양주시 다산중앙로 7 (다산동) | 위도:37.6140062, 경도:127.1553452","1층석 20,000원, 2층석 10,000원",서양음악(클래식) · 다산아트홀 (다산아트홀) · 러닝타임 1시간 10분,http://nyjcf.moonhwain.net/rsvc/rsv_pm.html?b_id=nyjcf&p_idx=722,"genre=서양음악(클래식);venue=다산아트홀 (다산아트홀);runtime=1시간 10분;cast=스테파니 브란트, 프란체스카 클레멘츠, 크리스티 반 다이크, 마르코 마갈레스, 유호 뮐릴래, 필리파 마르가리다 페레이라, 대니얼 스콧 등;state=공연예정;showtime=수요일(19：30);visit_show:1.0;seats=496;tel=031-590-4358;parking:1.0;cafe:1.0;barrier_free_parking:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,
KOPIS 공연예술통합전산망 | 한국음악(국악),한국음악(국악),"고요한 풍류 Ⅰ, 서용석의 담",2026-09-22 ~ 2026-09-22,만 6세 이상,"서울 서초구 남부순환로 2364 (서초동) 국립국악원 | 위도:37.4786094, 경도:127.01130690000002",전석무료,한국음악(국악) · 국립국악원 (풍류사랑방) · 러닝타임 1시간,https://www.gugak.go.kr/site/program/performance/detail?menuid=001001001001&performance_id=389491,"genre=한국음악(국악);venue=국립국악원 (풍류사랑방);runtime=1시간;cast=고요한, 이재하, 윤재영;producer=아트플랫폼 유연;state=공연예정;showtime=화요일(19：30);seats=2449;tel=02-580-3300;parking:1.0;cafe:1.0;restaurant:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,traditional:1.0;performance:1.0;indoor:1.0;국립:1.0,,
KOPIS 공연예술통합전산망 | 무용(서양/한국무용),무용(서양/한국무용),고요한 소란: 평안하게 하라,2026-09-10 ~ 2026-09-11,만 7세 이상,"서울 중구 청계천로 40 | 위도:37.5684894, 경도:126.98161340000001","전석 30,000원",무용(서양/한국무용) · 한국콘텐츠진흥원 CKL스테이지 (한국콘텐츠진흥원 CKL스테이지) · 러닝타임 1시간,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26011753,"genre=무용(서양/한국무용);venue=한국콘텐츠진흥원 CKL스테이지 (한국콘텐츠진흥원 CKL스테이지);runtime=1시간;cast=손정현, 김혜윤, 임우빈, 이경엽, 박지희, 임유정, 최진한;producer=댄스프로젝트 Tan Tanta Dan;state=공연중;showtime=목요일 ~ 금요일(19：30);seats=190;tel=02-6441-3951;parking:1.0;cafe:1.0;barrier_free_parking:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,dance:1.0;performance:1.0;indoor:1.0;공공(기타):1.0,,
KOPIS 공연예술통합전산망 | 복합,복합,ODCF: 아직 오지 않은 세계를 위한 리허설,2026-09-19 ~ 2026-09-20,전체 관람가,"서울 용산구 대사관로20길 8 (한남동) | 위도:37.533128, 경도:127.0035086","FESTIVAL PASS 100,000원, DAY 1 ALL PASS 75,000원, DAY PASS 55,000원",복합 · LDK (LDK),https://ticket.yes24.com/Perf/59678,"genre=복합;venue=LDK (LDK);cast=선웅, 최유미, 김준혁, 홍성욱, 유종만, 원종우, 성봉현 등;producer=(사) 애니멀프리이니셔티브(Animal Free Initiative);state=공연예정;showtime=토요일 ~ 일요일(10：00);festival:1.0;seats=0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,mixed:1.0;performance:1.0;indoor:1.0;festival:1.0;민간(대학로 외):1.0,,
KOPIS 공연예술통합전산망 | 뮤지컬,뮤지컬,사과가 쿵! [춘천],2026-10-03 ~ 2026-10-03,24개월 이상,"강원 춘천시 영서로 3017 (사농동) | 위도:37.9210964, 경도:127.7199971","전석 40,000원, 사전예약 19,900원",뮤지컬 · 춘천인형극장 (대극장) · 러닝타임 55분,http://www.ticketlink.co.kr/product/64933,"genre=뮤지컬;venue=춘천인형극장 (대극장);runtime=55분;state=공연예정;showtime=토요일(11：00,14：00);child_show:1.0;seats=1458;tel=033-242-8450;parking:1.0;cafe:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,musical:1.0;performance:1.0;indoor:1.0;kids:1.0;공공(문예회관):1.0,,
KOPIS 공연예술통합전산망 | 무용(서양/한국무용),무용(서양/한국무용),"사알-짝, 여기까지만",2026-09-18 ~ 2026-09-19,만 7세 이상,"서울 강남구 언주로133길 11 (논현동) | 위도:37.516139, 경도:127.034267","전석 50,000원",무용(서양/한국무용) · 플랫폼 엘 (플랫폼 엘) · 러닝타임 1시간,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26011756,"genre=무용(서양/한국무용);venue=플랫폼 엘 (플랫폼 엘);runtime=1시간;cast=조하경, 변수민, 박세진, 유진, 이은경;state=공연예정;showtime=금요일(20：00), 토요일(16：00);seats=0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,dance:1.0;performance:1.0;indoor:1.0;기타(비공연장):1.0,,
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),"피아니스트의 방 클로즈업콘서트 ⅩⅨ, 르쁘띠 앙상블과 함께하는 키즈 클래식 콘서트",2026-09-13 ~ 2026-09-13,전체 관람가,"서울 마포구 연남로 42 (연남동) | 위도:37.5630867, 경도:126.9215448","전석 40,000원",서양음악(클래식) · 피아니스트의 방 (피아니스트의 방 (3F) ) · 러닝타임 1시간 10분,https://booking.naver.com/booking/12/bizes/1566782,"genre=서양음악(클래식);venue=피아니스트의 방 (피아니스트의 방 (3F) );runtime=1시간 10분;cast=김혜빈, 최지희, 이호찬, 심규호;state=공연예정;showtime=일요일(15：00);child_show:1.0;seats=30;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;kids:1.0;민간(대학로 외):1.0,,
KOPIS 공연예술통합전산망 | 복합,복합,탱고 부에노스아이레스 [춘천],2026-10-02 ~ 2026-10-02,만 7세 이상,"강원 춘천시 효자상길5번길 13 (효자동) | 위도:37.8727557, 경도:127.72918819999995","R석 50,000원, S석 40,000원, A석 30,000원",복합 · 춘천문화예술회관 (공연장) · 러닝타임 1시간 50분,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26012090,"genre=복합;venue=춘천문화예술회관 (공연장);runtime=1시간 50분;cast=배혜선 등;producer=(재)춘천문화재단, 춘천국제탱고페스티벌;state=공연예정;showtime=금요일(19：30);visit_show:1.0;seats=940;tel=033-259-5841;parking:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,mixed:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,
KOPIS 공연예술통합전산망 | 무용(서양/한국무용),무용(서양/한국무용),"김혜림, 박지원의 판: 축제",2026-09-13 ~ 2026-09-13,전체 관람가,"서울 종로구 율곡로 102 - 0 | 위도:37.5772009, 경도:126.99067390000005","전석 30,000원",무용(서양/한국무용) · 서울돈화문국악당 (서울돈화문국악당) · 러닝타임 1시간 40분,http://sdtt.moonhwain.kr/rsvc/rsv_pm.html?b_id=sdtt&p_idx=641,"genre=무용(서양/한국무용);venue=서울돈화문국악당 (서울돈화문국악당);runtime=1시간 40분;cast=김혜림, 박지원;state=공연예정;showtime=일요일(15：00);seats=138;tel=02-3210-7001;cafe:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,dance:1.0;performance:1.0;indoor:1.0;공공(기타):1.0,,
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),"토요 클래식의 밤, 해설이 있는 클래식: Resprit Trio. 작은 춤들, 큰 여정",2026-09-12 ~ 2026-09-12,전체 관람가,"서울 마포구 망원로 66 (망원동) | 위도:37.5570634, 경도:126.9042133","전석 30,000원",서양음악(클래식) · 콘서트홀 나누 (콘서트홀 나누) · 러닝타임 1시간,https://booking.naver.com/booking/12/bizes/1269745,"genre=서양음악(클래식);venue=콘서트홀 나누 (콘서트홀 나누);runtime=1시간;cast=최윤영, 여하정, 이주희;producer=콘서트홀 나누;state=공연예정;showtime=토요일(19：00);seats=50;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),"이지훈과 함께 하는 음악 여행, 이탈리아 [파주]",2026-09-17 ~ 2026-09-17,만 7세 이상,"경기 파주시 가람로116번길 170 (와동동) | 위도:37.7301182, 경도:126.76392050000004","전석 10,000원",서양음악(클래식) · 솔가람아트홀 (대공연장) · 러닝타임 1시간 10분,http://paju.moonhwain.kr/rsvc/rsv_pm.html?b_id=paju&p_idx=837,"genre=서양음악(클래식);venue=솔가람아트홀 (대공연장);runtime=1시간 10분;cast=이지훈, 박하나, 조중혁, 문정현, 권한숙;producer=(재) 파주문화재단;state=공연예정;showtime=목요일(19：30);seats=300;tel=031-950-1958;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),프랑스 메스 국립오케스트라 챔버 앙상블 [부산],2026-09-22 ~ 2026-09-22,만 7세 이상,"부산 강서구 명지국제1로 141 (명지동) | 위도:35.102094, 경도:128.903987","R석 60,000원, S석 40,000원, A석 30,000원",서양음악(클래식) · 낙동아트센터 (콘서트홀) · 러닝타임 1시간 40분,https://ticket.yes24.com/Perf/59716,genre=서양음악(클래식);venue=낙동아트센터 (콘서트홀);runtime=1시간 40분;cast=니콜라 알바레즈 등;producer=낙동아트센터;state=공연예정;showtime=화요일(19：30);visit_show:1.0;seats=1279;verified_at=2026-09-11 22:41:11,2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,
KOPIS 공연예술통합전산망 | 뮤지컬,뮤지컬,겨울왕국: 겨울이야기 [익산],2026-10-03 ~ 2026-10-03,전체 관람가,"전북 익산시 선화1로 106 (마동) | 위도:35.939343, 경도:126.96868100000006","전석 35,000원",뮤지컬 · 솜리문화예술회관 (중공연장) · 러닝타임 1시간,https://booking.naver.com/booking/12/bizes/1716201,"genre=뮤지컬;venue=솜리문화예술회관 (중공연장);runtime=1시간;state=공연예정;showtime=토요일(11：00,14：00,16：00);child_show:1.0;seats=806;tel=00-1577-0072;parking:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,musical:1.0;performance:1.0;indoor:1.0;kids:1.0;공공(문예회관):1.0,,
KOPIS 공연예술통합전산망 | 서양음악(클래식),서양음악(클래식),"제17회 부산국제음악제, 프렌들리콘서트",2026-09-16 ~ 2026-09-16,만 7세 이상,"부산 강서구 명지국제1로 141 (명지동) | 위도:35.102094, 경도:128.903987",전석무료,서양음악(클래식) · 낙동아트센터 (앙상블극장) · 러닝타임 1시간 20분,https://ticket.yes24.com/Perf/59708,"genre=서양음악(클래식);venue=낙동아트센터 (앙상블극장);runtime=1시간 20분;cast=게이코 우루시하라, 정진희 등;producer=낙동아트센터;state=공연예정;showtime=수요일(19：30);visit_show:1.0;festival:1.0;seats=1279;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,classical:1.0;performance:1.0;indoor:1.0;festival:1.0;공공(문예회관):1.0,,
KOPIS 공연예술통합전산망 | 연극,연극,"낭독쇼케이스, Wharton",2026-09-15 ~ 2026-09-17,만 12세 이상,"서울 서대문구 연세로4길 27(창천동) | 위도:37.5576008, 경도:126.9381984","전석 25,000원",연극 · 극장 PLOT (극장 PLOT) · 러닝타임 1시간 20분,https://www.tinyticket.net/event/EVXHpzcmlOxk,"genre=연극;venue=극장 PLOT (극장 PLOT);runtime=1시간 20분;cast=김영미, 문채윤, 박지민, 우서연, 장민준, 조이재, 조현재 등;producer=(주)극단 시차, (주)극단 시차;state=공연예정;showtime=화요일(19：30), 수요일(15：30,19：30), 목요일(19：30);seats=100;tel=010-4334-2862;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,theater:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,
KOPIS 공연예술통합전산망 | 연극,연극,나는 코다입니다 [수원],2026-09-12 ~ 2026-09-12,만 7세 이상,"경기 수원시 팔달구 효원로307번길 20 (인계동) 경기도문화의전당 | 위도:37.2618899, 경도:127.0374319","R석 20,000원, S석 10,000원",연극 · 경기아트센터(구. 경기도문화의전당) (소극장) · 러닝타임 1시간 25분,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26012002,"genre=연극;venue=경기아트센터(구. 경기도문화의전당) (소극장);runtime=1시간 25분;cast=장호중, 정나라, 박정섭, 이지혜;producer=(재)경기아트센터;state=공연예정;showtime=토요일(14：00,18：00);seats=3032;tel=031-230-3200;parking:1.0;restaurant:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,theater:1.0;performance:1.0;indoor:1.0;공공(문예회관):1.0,,
KOPIS 공연예술통합전산망 | 대중음악,대중음악,@WANDERLOCH with THE SOLUTIONS X 87dance,2026-09-11 ~ 2026-09-11,만 7세 이상,"서울 서대문구 신촌로 129 (창천동) | 위도:37.5565639, 경도:126.9403281","스탠딩 77,000원, 지정석 77,000원",대중음악 · 예스24 원더로크홀 (예스24 원더로크홀) · 러닝타임 1시간 40분,https://ticket.yes24.com/Perf/59673,genre=대중음악;venue=예스24 원더로크홀 (예스24 원더로크홀);runtime=1시간 40분;producer=주식회사 원더로크;state=공연중;showtime=금요일(20：00);seats=376;verified_at=2026-09-11 22:41:11,2026-09-11 22:28:45,popmusic:1.0;performance:1.0;indoor:1.0;민간(대학로 외):1.0,,
KOPIS 공연예술통합전산망 | 복합,복합,제1회 청소년 K-ARTS 페스티벌 [부산],2026-09-18 ~ 2026-09-18,만 7세 이상,"부산 해운대구 수영강변대로 120 (우동) | 위도:35.1711778, 경도:129.12719560000005","전석 20,000원",복합 · (재) 영화의전당 (하늘연극장) · 러닝타임 2시간 20분,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=26011985,"genre=복합;venue=(재) 영화의전당 (하늘연극장);runtime=2시간 20분;cast=조홍준, 안예은 등;producer=(사)월드엔젤피스 예술단;state=공연예정;showtime=금요일(19：30);festival:1.0;seats=4877;tel=051-780-6000;parking:1.0;cafe:1.0;store:1.0;nursing_room:1.0;elevator:1.0;barrier_free_parking:1.0;barrier_free_restroom:1.0;ramp:1.0;verified_at=2026-09-11 22:41:11",2026-09-11 22:28:45,mixed:1.0;performance:1.0;indoor:1.0;festival:1.0;공공(문예회관):1.0,,
